Car Make,Car Model,Year,Battery_Type,Price_USD,Country
Chevrolet,Bolt EUV,2015,Lithium-sulfur,45744.07,Malaysia
Opel,Corsa-e,2023,Solid-state,77504.75,South Korea
XPeng,X9,2016,Zinc-air,108211.35,UK
Cadillac,Lyriq,2017,Zinc-air,124218.98,Belgium
Mercedes-Benz,EQE,2024,Solid-state,31679.05,Argentina
NIO,ES6,2021,Aluminum-ion,37253.35,Czech Republic
Lucid Motors,Lucid DreamDrive,2019,Zinc-air,71254.79,Ireland
Jaguar,I-PACE,2019,Nickel-metal hydride,140356.22,Mexico
MG,MG ZS EV,2023,Lithium-titanate,141636.62,Belgium
Volvo,C40 Recharge,2023,Sodium-ion,145488.68,Australia
Volvo,C40 Recharge,2019,Lithium-iron phosphate,114768.7,South Africa
NIO,ES7,2022,Sodium-ion,143128.97,Mexico
XPeng,P5,2024,Magnesium-ion,138713.37,UK
GMC,Hummer EV SUV,2023,Solid-state,68771.58,Singapore
Toyota,bZ4X,2018,Sodium-ion,76176.72,Czech Republic
Polestar,Polestar 3,2021,Calcium-ion,55618.92,South Korea
Nissan,Leaf,2023,Flow batteries,128634.2,Sweden
Rimac,Nevera,2018,Sodium-ion,51146.18,Australia
Lucid Motors,Lucid DreamDrive,2017,Calcium-ion,79310.66,Sweden
Rimac,Nevera,2018,Lithium-iron phosphate,107484.66,Brazil
Genesis,GV60,2015,Lithium-ion,37885.51,Hungary
Ferrari,Ferrari EV (2025+),2016,Magnesium-ion,105305.58,Russia
Dacia,Jogger Hybrid,2023,Magnesium-ion,52378.44,Russia
Skoda,Enyaq,2018,Nickel-metal hydride,103913.83,Ireland
Volvo,C40 Recharge,2018,Nickel-cobalt-aluminum,86345.09,South Korea
Citroen,Ami,2017,Calcium-ion,88967.06,Thailand
Skoda,Elroq (upcoming),2025,Nickel-metal hydride,131017.74,Spain
Volkswagen,ID.4,2018,Lithium-iron phosphate,140357.12,Germany
Peugeot,e-2008,2025,Flow batteries,72448.68,India
Polestar,Polestar 5 (upcoming),2018,Solid-state,112040.9,Portugal
Subaru,Solterra,2025,Lead-acid,76244.01,South Korea
BYD,Dolphin,2016,Sodium-ion,68210.45,China
Audi,A6 e-tron (upcoming),2025,Sodium-ion,110463.03,India
BMW,i7,2015,Magnesium-ion,48995.49,China
Subaru,Solterra,2018,Zinc-air,104436.5,Saudi Arabia
Audi,e-tron GT,2021,Nickel-manganese-cobalt,148210.8,Italy
Ferrari,Ferrari EV (2025+),2023,Zinc-air,130879.21,Singapore
Opel,Mokka-e,2020,Lithium-sulfur,44962.71,Netherlands
Toyota,Lexus RZ,2024,Flow batteries,115315.97,Italy
XPeng,G9,2024,Nickel-manganese-cobalt,40683.23,Denmark
Nissan,Ariya,2018,Sodium-ion,100663.6,Portugal
Ferrari,Ferrari EV (2025+),2020,Nickel-metal hydride,35945.44,Israel
Changan,Deepal S07,2025,Lithium-iron phosphate,103689.78,Finland
Mini,Mini Cooper SE,2018,Lithium-sulfur,143051.48,Austria
Ferrari,Ferrari EV (2025+),2024,Lithium-iron phosphate,84106.85,Singapore
Ford,F-150 Lightning,2015,Zinc-air,87243.36,Singapore
Polestar,Polestar 3,2016,Lithium-ion,112952.63,New Zealand
Mazda,Mazda EV (upcoming models),2020,Sodium-ion,45079.31,USA
Ford,F-150 Lightning,2024,Lithium-ion,123454.22,Australia
Pininfarina,Battista,2025,Flow batteries,81629.29,UK
Subaru,Solterra,2019,Lithium-titanate,56738.67,UAE
Peugeot,e-2008,2015,Calcium-ion,61814.78,France
Peugeot,e-5008,2023,Calcium-ion,137662.37,Portugal
Mini,Mini Cooper SE,2022,Aluminum-ion,34504.78,Hungary
Mercedes-Benz,EQA,2021,Nickel-cobalt-aluminum,120467,Netherlands
Nissan,Leaf,2020,Nickel-cobalt-aluminum,31195.3,Austria
Zeekr,Zeekr 007,2020,Aluminum-ion,87406.57,Brazil
BYD,Tang EV,2015,Solid-state,96735.43,Russia
Maserati,GranTurismo Folgore,2022,Solid-state,116123.92,Italy
Mini,Mini Aceman,2022,Lithium-titanate,112918.06,Spain
NIO,ES8,2025,Lead-acid,111316.59,Sweden
Pininfarina,Battista,2021,Magnesium-ion,116964.85,Belgium
Volkswagen,ID.3,2016,Lithium-ion,71598.67,UAE
Canoo,Pickup,2019,Lithium-titanate,72302.61,Finland
Kia,Niro EV,2017,Nickel-metal hydride,59972.8,Australia
Porsche,Cayenne Electric (upcoming),2025,Sodium-ion,53082.92,USA
Subaru,Solterra,2023,Zinc-air,32497.15,USA
GMC,Hummer EV SUV,2018,Magnesium-ion,138452.85,Vietnam
Volvo,EX30,2017,Nickel-manganese-cobalt,49202.16,Singapore
Faraday Future,FF 91,2015,Flow batteries,64300.5,Hungary
Seat,Avenger,2018,Nickel-cobalt-aluminum,50683.26,Czech Republic
MG,MG ZS EV,2025,Flow batteries,42836.3,Saudi Arabia
Canoo,MPDV,2016,Nickel-metal hydride,74653.58,Turkey
Maserati,GranTurismo Folgore,2021,Lithium-sulfur,61457.27,South Korea
VinFast,VF 9,2017,Zinc-air,92930.09,Hungary
Subaru,Solterra,2024,Nickel-cobalt-aluminum,43415.17,Vietnam
Mazda,MX-30,2024,Lithium-sulfur,88271.71,Singapore
Canoo,Pickup,2024,Zinc-air,93221.51,Netherlands
Zeekr,Zeekr 007,2015,Lithium-titanate,71740.26,Netherlands
Acura,ZDX (with GM Ultium),2020,Magnesium-ion,30229.32,UAE
BMW,i3,2022,Nickel-cobalt-aluminum,120754.38,Austria
Skoda,Enyaq,2018,Calcium-ion,106199.97,Saudi Arabia
Subaru,Solterra,2015,Solid-state,57073.06,Sweden
Changan,Q05,2024,Lithium-titanate,142547.47,Germany
Citroen,Ami,2020,Calcium-ion,127586.24,China
Seat,Avenger,2020,Zinc-air,65869.03,Russia
XPeng,P5,2020,Lithium-titanate,103396.27,Singapore
Ferrari,SF90 Stradale (PHEV),2020,Sodium-ion,31083.9,Poland
Great Wall Motors,ORA Good Cat,2024,Nickel-cobalt-aluminum,98891.32,Russia
Skoda,Enyaq Coupe,2019,Lead-acid,39032.16,Denmark
Changan,Q05,2025,Sodium-ion,65156.08,Saudi Arabia
Mini,Mini Aceman,2023,Magnesium-ion,44192.11,Netherlands
Nissan,Leaf,2019,Lead-acid,30065.37,Singapore
Polestar,Polestar 5 (upcoming),2019,Calcium-ion,133859.25,Sweden
Chevrolet,Volt (PHEV),2021,Magnesium-ion,32074.49,India
Mazda,Mazda EV (upcoming models),2022,Zinc-air,139471.94,Canada
Acura,ZDX (with GM Ultium),2021,Sodium-ion,140272.08,Spain
Mini,Mini Cooper SE,2021,Lead-acid,142799.82,Sweden
Great Wall Motors,ORA Good Cat,2020,Aluminum-ion,51696,USA
Honda,Honda Prologue,2019,Nickel-manganese-cobalt,69081.64,Austria
Rimac,Nevera,2022,Calcium-ion,71723.78,Netherlands
Porsche,Taycan,2016,Aluminum-ion,106811.1,Australia
Fisker,Pear (upcoming),2025,Sodium-ion,66632.86,Brazil
Mahindra,Born Electric (upcoming range),2024,Solid-state,93491.16,South Korea
Volvo,EX30,2025,Lithium-iron phosphate,93470.93,Czech Republic
Seat,Avenger,2018,Lithium-sulfur,57764.16,Saudi Arabia
Seat,Avenger,2018,Calcium-ion,34492.15,Turkey
Maserati,GranTurismo Folgore,2018,Lithium-ion,112112.55,Norway
Renault,5 E-Tech,2022,Magnesium-ion,97743.01,Brazil
Peugeot,e-5008,2022,Lithium-titanate,37836.53,Austria
VinFast,VF 9,2019,Aluminum-ion,43459.86,Ireland
Dacia,Bigster EV (upcoming),2017,Solid-state,64861.13,Netherlands
Citroen,Ami,2024,Lithium-titanate,139300.64,Russia
Jaguar,I-PACE,2017,Nickel-metal hydride,103104.33,China
Changan,SL03,2020,Magnesium-ion,127306.22,Portugal
Lotus,Eletre,2016,Nickel-metal hydride,90333.3,Vietnam
Hyundai,Ioniq 6,2020,Zinc-air,104063.42,Singapore
Rimac,Nevera,2023,Calcium-ion,124718.24,Hungary
Rimac,Nevera,2017,Flow batteries,58935.73,UK
Volkswagen,ID.Buzz,2020,Sodium-ion,37088.5,Hungary
BMW,iX,2019,Lithium-iron phosphate,71190.12,South Africa
Seat,Avenger,2023,Lithium-titanate,59039.34,South Korea
Acura,ZDX (with GM Ultium),2022,Flow batteries,128449.36,Israel
Mazda,MX-30,2021,Flow batteries,139321.63,Russia
Tesla,Model X,2018,Lithium-sulfur,60770.97,Indonesia
Acura,ZDX (with GM Ultium),2020,Lead-acid,61872.12,Canada
Tesla,Model X,2017,Nickel-manganese-cobalt,91093.22,Spain
Rimac,Nevera,2015,Zinc-air,78255.83,Ireland
Citroen,?-Spacetourer,2024,Lead-acid,72072.6,Belgium
Changan,Deepal S07,2018,Lithium-ion,120907.08,Portugal
Audi,A6 e-tron (upcoming),2022,Lithium-iron phosphate,56693.36,Switzerland
Tesla,Cybertruck,2015,Zinc-air,129108.56,Germany
Audi,e-tron GT,2018,Aluminum-ion,46074.06,Portugal
Toyota,bZ4X,2024,Lithium-iron phosphate,107189.59,Finland
Maserati,GranTurismo Folgore,2015,Zinc-air,76772.95,Singapore
VinFast,VF 7,2017,Lithium-sulfur,41961.45,Finland
NIO,ES6,2015,Nickel-manganese-cobalt,108335.73,Sweden
Renault,5 E-Tech,2016,Zinc-air,85781.56,Hungary
Nissan,Ariya,2018,Zinc-air,50599.82,France
NIO,EL7,2017,Nickel-metal hydride,140645.92,Portugal
Great Wall Motors,ORA Good Cat,2022,Lithium-sulfur,47363.97,Poland
Ford,E-Transit,2017,Lithium-iron phosphate,117908.21,Germany
GMC,Hummer EV Pickup,2018,Flow batteries,56957.92,New Zealand
Skoda,Enyaq,2019,Sodium-ion,34446.65,France
Faraday Future,FF 91,2023,Aluminum-ion,126280.05,Spain
Rivian,R1S,2021,Lithium-ion,61058.15,Austria
Ferrari,SF90 Stradale (PHEV),2022,Lithium-sulfur,66093.06,Thailand
Renault,5 E-Tech,2018,Magnesium-ion,91183.38,Malaysia
Rimac,Nevera,2021,Nickel-metal hydride,149744.53,Russia
Rivian,R1T,2015,Lithium-ion,65002.9,Thailand
Ferrari,Ferrari EV (2025+),2016,Solid-state,144593.4,UK
Changan,Q05,2024,Flow batteries,104133.11,USA
Great Wall Motors,ORA Lightning Cat,2021,Lithium-iron phosphate,59884.94,France
Hyundai,Ioniq 6,2016,Flow batteries,69567.13,Singapore
Tesla,Model S,2020,Lithium-iron phosphate,33596.56,India
Zeekr,Zeekr 007,2017,Lithium-titanate,107275.49,Italy
Volvo,EX90,2024,Aluminum-ion,136881.95,Japan
Changan,SL03,2020,Flow batteries,141666.25,Australia
Lamborghini,Lanzador (upcoming EV),2016,Lead-acid,124356.21,Brazil
Changan,Q05,2017,Lithium-iron phosphate,40230.37,Belgium
Volkswagen,ID.7,2025,Nickel-cobalt-aluminum,138533.93,Argentina
Citroen,?-Spacetourer,2019,Nickel-cobalt-aluminum,137260.04,Indonesia
Hyundai,Ioniq 6,2018,Lithium-ion,67095.32,Sweden
Mercedes-Benz,EQE,2020,Magnesium-ion,110181.42,Thailand
Seat,Avenger,2017,Calcium-ion,79052.37,Malaysia
Mercedes-Benz,EQC,2025,Lithium-iron phosphate,43062.37,Poland
Toyota,bZ4X,2019,Lithium-ion,143696.91,UK
Fisker,Pear (upcoming),2024,Magnesium-ion,63169.47,UK
Hyundai,Ioniq 5,2022,Lithium-iron phosphate,57041.68,Israel
Lotus,Emeya,2024,Magnesium-ion,133940.56,Brazil
Lucid Motors,Lucid DreamDrive,2019,Solid-state,44215.66,South Korea
Kia,EV9,2015,Lithium-ion,83606.62,Israel
Subaru,Solterra,2016,Lithium-iron phosphate,100763.28,UAE
Skoda,Elroq (upcoming),2024,Magnesium-ion,107761.7,Australia
Rivian,R1S,2020,Lithium-iron phosphate,140714.88,South Africa
Cadillac,Lyriq,2018,Nickel-manganese-cobalt,96302.98,Canada
Acura,ZDX (with GM Ultium),2019,Nickel-manganese-cobalt,130500.15,Malaysia
Lamborghini,Revuelto (PHEV),2025,Lithium-titanate,146433.67,USA
Porsche,Macan EV,2016,Nickel-cobalt-aluminum,121610.2,Brazil
Skoda,Enyaq Coupe,2016,Nickel-cobalt-aluminum,147905.13,Sweden
NIO,ET7,2015,Nickel-manganese-cobalt,147507.02,South Africa
Maserati,Grecale Folgore,2024,Nickel-metal hydride,56446.88,Poland
Volvo,XC40 Recharge,2017,Solid-state,73767.41,UAE
GMC,Hummer EV SUV,2018,Lithium-sulfur,128422.25,Portugal
VinFast,VF 9,2016,Sodium-ion,121790.2,Italy
Volvo,EX30,2024,Nickel-manganese-cobalt,75165.67,Japan
Mazda,Mazda EV (upcoming models),2021,Magnesium-ion,85509.12,Japan
Jaguar,I-PACE,2021,Magnesium-ion,106946.08,New Zealand
Nissan,Leaf,2022,Lithium-sulfur,68918.11,Norway
Ford,Explorer EV (Europe),2017,Lead-acid,81433.29,USA
Rivian,EDV (Electric Delivery Van),2023,Aluminum-ion,45045.64,Vietnam
Lotus,Evija,2021,Zinc-air,123620.65,Belgium
Lucid Motors,Lucid DreamDrive,2021,Lithium-titanate,83924.64,USA
Great Wall Motors,ORA Ballet Cat,2024,Aluminum-ion,49054.23,China
Great Wall Motors,ORA Good Cat,2021,Lithium-titanate,114739.99,Sweden
Cadillac,Lyriq,2022,Solid-state,135964.91,Canada
Kia,EV9,2024,Lithium-ion,137818.65,Indonesia
Skoda,Enyaq Coupe,2019,Nickel-manganese-cobalt,134202.18,Australia
Geely,Geometry A,2020,Flow batteries,55041.43,Australia
Ferrari,Roma PHEV,2022,Nickel-cobalt-aluminum,144948.33,Thailand
Kia,Niro EV,2024,Lithium-iron phosphate,89190.75,UK
Opel,Grandland Electric,2021,Lithium-ion,107505.8,Netherlands
Honda,Honda e (discontinued),2025,Zinc-air,95535.79,USA
Maserati,Grecale Folgore,2025,Lithium-titanate,49908.47,China
Maserati,Grecale Folgore,2024,Lithium-iron phosphate,59671.94,USA
Faraday Future,FF 91,2020,Calcium-ion,64041.59,Japan
VinFast,VF 7,2024,Lithium-iron phosphate,65345.19,Thailand
Fisker,Ocean,2016,Nickel-metal hydride,40855.9,South Korea
Volkswagen,ID.3,2016,Nickel-metal hydride,87734.65,Israel
Opel,Mokka-e,2025,Solid-state,148318.04,Israel
Great Wall Motors,ORA Lightning Cat,2018,Lithium-titanate,62888.34,Sweden
Seat,Avenger,2024,Nickel-cobalt-aluminum,98529.83,Saudi Arabia
Kia,Soul EV,2020,Lithium-titanate,41290.46,Italy
Geely,Geometry C,2024,Nickel-manganese-cobalt,45221.98,Spain
Faraday Future,FF 91,2023,Magnesium-ion,95127.79,Japan
Jeep,Recon (upcoming),2020,Solid-state,86072.39,Czech Republic
Peugeot,e-2008,2023,Nickel-metal hydride,87339.11,Norway
BYD,Seal,2018,Calcium-ion,39618.37,Thailand
Porsche,Panamera EV,2025,Aluminum-ion,96296.48,Israel
Polestar,Polestar 4,2016,Lithium-sulfur,102658.14,Indonesia
Pininfarina,Battista,2024,Sodium-ion,64204.84,Germany
Polestar,Polestar 4,2018,Lead-acid,85641.64,Israel
Changan,Deepal S07,2025,Lithium-ion,112210.48,South Korea
Fisker,Ocean,2015,Zinc-air,80839.11,Vietnam
Tesla,Roadster (upcoming),2024,Lithium-sulfur,142642.95,France
Porsche,Cayenne Electric (upcoming),2022,Flow batteries,80426.79,Japan
Chevrolet,Volt (PHEV),2021,Magnesium-ion,96057.48,UK
Porsche,Taycan,2017,Lithium-sulfur,62078.29,Russia
Ferrari,Roma PHEV,2022,Zinc-air,65210.63,Argentina
Toyota,Lexus UX 300e,2022,Nickel-metal hydride,31450.55,Ireland
Toyota,bZ4X,2016,Nickel-cobalt-aluminum,102408.71,Japan
Subaru,Solterra,2025,Flow batteries,90622.66,Spain
Genesis,GV80 Electric,2021,Lithium-sulfur,135220.69,Austria
BYD,Atto 3,2024,Zinc-air,140940.34,Singapore
Lamborghini,Lanzador (upcoming EV),2015,Lithium-sulfur,81408.56,Japan
Rivian,R1T,2021,Nickel-manganese-cobalt,78546.18,Canada
Genesis,GV80 Electric,2016,Zinc-air,90848,Switzerland
Citroen,?-C4,2024,Nickel-cobalt-aluminum,113231.94,Turkey
Mini,Mini Aceman,2019,Zinc-air,37041.92,UAE
Li Auto,MEGA,2018,Nickel-metal hydride,49543.12,USA
Ferrari,Ferrari EV (2025+),2017,Nickel-manganese-cobalt,145893.06,Switzerland
Canoo,Pickup,2024,Lithium-sulfur,54749.62,Israel
Subaru,Solterra,2016,Lithium-sulfur,149266.07,Norway
Honda,Honda e (discontinued),2023,Nickel-metal hydride,91515.56,Portugal
Renault,Megane E-Tech,2021,Nickel-manganese-cobalt,75228.62,Portugal
Kia,EV9,2025,Calcium-ion,108485.87,Mexico
Cadillac,Lyriq,2021,Flow batteries,91581.3,Japan
Li Auto,L8,2025,Calcium-ion,69149.88,Germany
Genesis,G80 Electric,2025,Lithium-sulfur,101080.36,Ireland
Volkswagen,ID.3,2023,Lithium-ion,44405.63,Norway
Rivian,R1S,2024,Nickel-cobalt-aluminum,92630.48,Russia
Mercedes-Benz,EQE SUV,2018,Nickel-cobalt-aluminum,48745.21,Australia
Canoo,MPDV,2015,Lithium-iron phosphate,140194.9,Belgium
Fisker,Ocean,2021,Lithium-sulfur,123466.14,Germany
Jaguar,I-PACE,2024,Nickel-manganese-cobalt,115476.02,Sweden
Cadillac,Optiq (upcoming),2023,Nickel-cobalt-aluminum,67249.43,Russia
Cadillac,Optiq (upcoming),2021,Nickel-metal hydride,80034.35,Australia
Jeep,Grand Cherokee 4xe (PHEV),2024,Aluminum-ion,120179.48,New Zealand
Porsche,Panamera EV,2021,Lithium-ion,35862.69,Spain
Hyundai,Ioniq 5,2017,Nickel-cobalt-aluminum,35960.44,Australia
Genesis,GV70 Electric,2015,Calcium-ion,44185.05,South Africa
Chevrolet,Equinox EV,2024,Lead-acid,119073.94,Italy
Lotus,Eletre,2018,Sodium-ion,81372.86,France
Canoo,Lifestyle Vehicle,2025,Calcium-ion,40221.01,Argentina
Ferrari,Roma PHEV,2022,Nickel-metal hydride,30807.31,Poland
Mini,Mini Aceman,2020,Calcium-ion,89504.17,Netherlands
Citroen,Ami,2025,Nickel-metal hydride,119305.3,Ireland
Lucid Motors,Lucid Gravity,2017,Magnesium-ion,64393.34,USA
Opel,Corsa-e,2020,Solid-state,86452.32,China
Hyundai,Ioniq 7 (upcoming),2018,Flow batteries,72201.03,Spain
Fisker,Pear (upcoming),2023,Lithium-titanate,130220.14,Portugal
BMW,iX3,2022,Calcium-ion,59499.59,USA
Cadillac,Optiq (upcoming),2023,Nickel-metal hydride,100627.96,Netherlands
XPeng,G9,2025,Lithium-titanate,31493.71,Hungary
Zeekr,Zeekr X,2018,Lithium-titanate,36659.25,Ireland
Citroen,?-Spacetourer,2022,Lithium-ion,35107.21,Japan
Canoo,MPDV,2025,Aluminum-ion,53963.06,Sweden
Lamborghini,Revuelto (PHEV),2020,Nickel-metal hydride,43372.61,Thailand
Nissan,Ariya,2018,Zinc-air,144236.76,Portugal
Lucid Motors,Lucid Air,2022,Magnesium-ion,98675.39,Belgium
Li Auto,L8,2018,Sodium-ion,73596.25,Italy
Canoo,MPDV,2022,Lithium-ion,141375.16,Thailand
Volkswagen,ID.Buzz,2023,Aluminum-ion,30961.71,Israel
BMW,iX3,2018,Flow batteries,61475.08,Denmark
Volvo,XC40 Recharge,2024,Flow batteries,104793.72,Vietnam
Rimac,Nevera,2019,Flow batteries,119659.99,Czech Republic
Acura,ZDX (with GM Ultium),2023,Zinc-air,64007.22,Czech Republic
BYD,Tang EV,2016,Nickel-manganese-cobalt,75586.34,Indonesia
Geely,Geometry A,2019,Nickel-manganese-cobalt,78732.6,Denmark
Skoda,Enyaq,2016,Nickel-manganese-cobalt,127075.6,Vietnam
Honda,Honda Prologue,2016,Lithium-iron phosphate,61841.79,India
Changan,Q05,2015,Sodium-ion,141888.71,Singapore
Rivian,R1S,2020,Nickel-cobalt-aluminum,68672.3,Russia
Changan,SL03,2017,Lithium-iron phosphate,126154.66,Saudi Arabia
Cadillac,Celestiq,2021,Nickel-manganese-cobalt,102444.53,Switzerland
Chevrolet,Bolt EUV,2023,Aluminum-ion,142172.56,India
GMC,Hummer EV Pickup,2018,Lithium-titanate,58595.82,Germany
Lucid Motors,Lucid Air,2017,Lead-acid,89357.28,Ireland
Canoo,Pickup,2016,Sodium-ion,76680.48,Hungary
Jaguar,I-PACE,2015,Lithium-titanate,55613.29,Norway
Geely,Geometry C,2022,Lithium-iron phosphate,90747.84,Thailand
Rivian,EDV (Electric Delivery Van),2020,Lithium-ion,67583.03,Turkey
Great Wall Motors,ORA Ballet Cat,2019,Lithium-titanate,111047.7,New Zealand
Ferrari,SF90 Stradale (PHEV),2021,Calcium-ion,78580.56,Turkey
Renault,Megane E-Tech,2019,Zinc-air,55063.89,Switzerland
Dacia,Bigster EV (upcoming),2024,Magnesium-ion,118811.14,Hungary
Canoo,Pickup,2021,Lithium-sulfur,60871.19,France
Audi,e-tron,2020,Zinc-air,31954.04,China
Canoo,MPDV,2023,Lithium-titanate,129205.31,Netherlands
Opel,Grandland Electric,2023,Nickel-metal hydride,107155.2,New Zealand
Lotus,Eletre,2021,Lithium-titanate,60650.14,Argentina
Nissan,Ariya,2023,Nickel-cobalt-aluminum,125613.57,Saudi Arabia
XPeng,P7,2015,Calcium-ion,76102.93,USA
MG,MG ES5,2019,Sodium-ion,120192.95,Russia
NIO,EL7,2020,Lead-acid,36898.78,Indonesia
Audi,A6 e-tron (upcoming),2024,Zinc-air,131763.61,Denmark
Canoo,Pickup,2015,Lithium-titanate,35469.82,Poland
Porsche,Taycan,2020,Lithium-titanate,103045.6,China
Great Wall Motors,ORA Ballet Cat,2022,Calcium-ion,62728.32,UAE
Rimac,Nevera,2022,Lithium-iron phosphate,89057.16,USA
Nissan,Ariya,2024,Calcium-ion,147910.92,Netherlands
Fisker,Ocean,2020,Lead-acid,131326.08,Japan
Zeekr,Zeekr 007,2020,Zinc-air,38003.24,Portugal
Citroen,Ami,2017,Calcium-ion,126717.71,France
Peugeot,e-3008,2023,Nickel-cobalt-aluminum,80398.8,Czech Republic
XPeng,G6,2024,Lithium-iron phosphate,147807.12,UK
Ferrari,Roma PHEV,2021,Zinc-air,141342.13,Italy
Nissan,Leaf,2017,Lithium-iron phosphate,127506.17,Vietnam
Mini,Mini Aceman,2019,Magnesium-ion,38472.16,Malaysia
GMC,Hummer EV Pickup,2022,Lithium-titanate,37776.24,Ireland
XPeng,X9,2018,Lead-acid,93014.84,Germany
Jaguar,I-PACE,2025,Calcium-ion,98048.69,Saudi Arabia
Canoo,Lifestyle Vehicle,2025,Calcium-ion,121251.01,Japan
Lamborghini,Revuelto (PHEV),2021,Lead-acid,114772.81,Vietnam
Li Auto,MEGA,2020,Nickel-manganese-cobalt,52921.07,Malaysia
Rivian,R1T,2020,Sodium-ion,138608.2,Italy
Toyota,Lexus UX 300e,2019,Lithium-sulfur,39161.99,Poland
VinFast,VF 8,2015,Lithium-iron phosphate,120006.24,Saudi Arabia
BMW,iX,2018,Flow batteries,91485.37,Indonesia
Renault,Kangoo E-Tech,2019,Calcium-ion,103578.72,Switzerland
BYD,Dolphin,2017,Zinc-air,58022.57,Thailand
Pininfarina,Battista,2025,Lithium-sulfur,66010.31,Argentina
Zeekr,Zeekr 007,2015,Nickel-manganese-cobalt,131587.08,Spain
Mazda,MX-30,2025,Nickel-manganese-cobalt,83034.41,USA
Audi,Q4 e-tron,2016,Lithium-iron phosphate,76392.48,Israel
Peugeot,e-2008,2024,Magnesium-ion,106430.63,Denmark
Nissan,Ariya,2017,Solid-state,85161.56,India
Peugeot,e-5008,2018,Lithium-sulfur,131883.56,Italy
Renault,Kangoo E-Tech,2021,Lead-acid,118844.33,New Zealand
Jaguar,I-PACE,2019,Lithium-ion,72055.42,Poland
Lamborghini,Lanzador (upcoming EV),2018,Nickel-manganese-cobalt,100146.78,Brazil
Citroen,?-C4,2025,Nickel-metal hydride,61524.98,Poland
Porsche,Panamera EV,2020,Solid-state,141043.15,UAE
Subaru,Solterra,2018,Lithium-iron phosphate,117745.81,UK
Jaguar,I-PACE,2024,Nickel-manganese-cobalt,46081.57,USA
Kia,Niro EV,2015,Lithium-titanate,116770.4,New Zealand
Honda,e:Ny1,2021,Nickel-manganese-cobalt,31773.86,UAE
Lotus,Emeya,2021,Lithium-sulfur,78785.54,USA
Audi,Q4 e-tron,2019,Nickel-metal hydride,36335.26,South Korea
Nissan,Ariya,2017,Nickel-metal hydride,48408.3,Indonesia
Ford,Mustang Mach-E,2016,Calcium-ion,118822.63,Italy
Jeep,Grand Cherokee 4xe (PHEV),2017,Flow batteries,33303.76,Finland
Volvo,XC40 Recharge,2018,Lithium-iron phosphate,144642.82,Switzerland
Volkswagen,ID.4,2019,Nickel-metal hydride,81383.62,Norway
Faraday Future,FF 91,2018,Nickel-cobalt-aluminum,134036.35,Portugal
Fisker,Pear (upcoming),2016,Sodium-ion,69901.87,China
GMC,Hummer EV SUV,2021,Lithium-sulfur,78518.37,Argentina
Rimac,Nevera,2020,Lithium-iron phosphate,106054.84,Singapore
Jeep,Grand Cherokee 4xe (PHEV),2019,Solid-state,133609.35,Indonesia
Mini,Mini Cooper SE,2021,Lead-acid,99330.14,France
Cadillac,Optiq (upcoming),2025,Solid-state,90011.17,Thailand
Nissan,Ariya,2018,Nickel-manganese-cobalt,123001.86,USA
Nissan,Leaf,2021,Lithium-titanate,44698.33,Thailand
Rimac,Nevera,2017,Lithium-titanate,114303.75,Thailand
Acura,ZDX (with GM Ultium),2015,Lithium-iron phosphate,109793.25,Canada
Hyundai,Ioniq 7 (upcoming),2022,Flow batteries,56480.84,Japan
XPeng,G6,2024,Zinc-air,39756.46,Austria
Faraday Future,FF 91,2025,Lithium-sulfur,97602.21,Spain
Cadillac,Lyriq,2015,Solid-state,31250.63,Israel
Subaru,Solterra,2015,Nickel-metal hydride,141099.55,Saudi Arabia
Mazda,MX-30,2016,Calcium-ion,61335.98,South Korea
Mini,Mini Electric,2022,Calcium-ion,95225.42,UK
Rivian,R1T,2016,Zinc-air,66414.61,USA
Volkswagen,ID.2all,2023,Nickel-manganese-cobalt,88149.47,China
NIO,ES7,2021,Lithium-iron phosphate,106458.26,Finland
Polestar,Polestar 3,2016,Sodium-ion,39888.14,Switzerland
Audi,Q8 e-tron,2023,Lithium-sulfur,51060.04,Russia
Faraday Future,FF 91,2022,Zinc-air,139788.17,Vietnam
Nissan,Ariya,2016,Zinc-air,71744.17,Thailand
Acura,ZDX (with GM Ultium),2022,Nickel-metal hydride,33106.84,USA
Volvo,XC40 Recharge,2021,Lead-acid,61281.24,Turkey
Maserati,Grecale Folgore,2025,Lithium-sulfur,94355.84,New Zealand
Volvo,C40 Recharge,2023,Nickel-metal hydride,94326,Hungary
Chevrolet,Bolt EV,2019,Solid-state,126304.05,Argentina
Lucid Motors,Lucid Gravity,2022,Aluminum-ion,30918.69,Czech Republic
Cadillac,Celestiq,2023,Lithium-iron phosphate,32847.56,France
VinFast,VFe34 (discontinued),2016,Aluminum-ion,125984.09,Italy
Nissan,Ariya,2018,Magnesium-ion,57281.34,Israel
Polestar,Polestar 5 (upcoming),2024,Zinc-air,144938.6,Argentina
Ferrari,Ferrari EV (2025+),2015,Calcium-ion,35860.67,Brazil
Renault,Megane E-Tech,2021,Sodium-ion,62804.21,Japan
Mini,Mini Aceman,2016,Lithium-sulfur,56394.24,Turkey
Toyota,Lexus RZ,2022,Magnesium-ion,135172.73,Saudi Arabia
Subaru,Solterra,2015,Lithium-sulfur,116417.55,Belgium
Mazda,MX-30,2021,Nickel-metal hydride,63306.05,Malaysia
